district_name,district_code,locality_name,locality_code,center_lat,center_lon,area_km2,pop_base,built_base,built_density,elev_mean,low5_pct,low10_pct,water_occ_pct,water_season_months,soil_vuln,hydro_vuln,eco_protect,cropland_pct,night_rad
Barishal,BD1006,Barishal Sadar (Kotwali),BD10060051,22.71481106,90.40960035,243.45704907572275,159096.2164206149,3232438.2117647044,1.3277242224189263,4.342473802639998,67.81121046965838,87.86556443499684,78.69661900825847,9.08718923295428,0.3993516124840938,0.8222863603689619,0.0702170178587201,35.19531570517859,0.886600890603413
Barishal,BD1006,Gaurnadi,BD10060032,22.96981456,90.24285253,148.26128995164632,154997.19479417338,3116959.039215685,2.1023417779733635,5.454392724414088,53.64429848275232,88.06462026228185,17.06712675518088,2.19050754470663,0.4226091682257479,0.4925341939018453,0.0924089363912323,36.93177625104555,0.6218765879375249
Barishal,BD1006,Hijla,BD10060036,22.9628024,90.55182414,364.2270840899882,131203.6465524109,1176811.0549019603,0.3230981731746259,2.2372646070363587,89.28299809539962,96.28434576074224,77.77578627331633,9.996111404138652,0.3394360774461405,0.8720966646155914,0.024108743691544,36.28665331170495,0.433845545228284
Barishal,BD1006,Mehendiganj,BD10060062,22.81597145,90.51901486,407.6543268630403,231492.9955406091,1775765.1607843142,0.4356056206858117,3.581714281282809,74.93953342762522,87.86109920381362,73.04858548937554,10.075555853946575,0.3238979484520296,0.8189709265290854,0.0487567910845605,31.078278504436664,0.4136785904625557
Barishal,BD1006,Muladi,BD10060069,22.95514912,90.37599974,230.35448735429097,146673.03559199115,1405581.0431372542,0.6101817504320788,4.339334921320494,71.59603440631778,88.59644834241506,67.27649212464078,8.554004261831691,0.4386651424015347,0.7767184776743054,0.0589839683450039,46.19121574275646,0.4715136784208825
Barishal,BD1006,Ujirpur,BD10060094,22.86574877,90.16497331,247.17330229962425,196968.2705752988,3041242.6549019623,1.2304090395714982,4.166840344719064,67.5990034196144,92.11516367915463,49.49030555932287,4.003311656720905,0.3383206064825103,0.6544561669591743,0.0835936032594679,41.66972130686254,0.5116265582506696
Barishal,BD1006,Barishal City Corporation,BD10065000,22.70206962,90.34233632,58.644939575817226,307643.2061987913,7977572.654901962,13.603173117074174,5.18853704093455,49.70933815674792,92.805827850699,84.43540304622007,9.709334958455605,0.416601374002945,0.8749723852975091,0.0934276491037497,13.314877897258388,4.737738970178333
Bhola,BD1009,Bhola Sadar,BD10090018,22.70723511,90.6305403,436.6163111242552,414515.1431214984,4106939.396078432,0.9406289438668386,3.435564472436634,73.09791997716698,90.93435962842489,81.55865536166725,10.856314424289565,0.325181066529957,0.8755984858319067,0.0567293160677018,25.51558717328352,0.5610441914156685
Bhola,BD1009,Borhanuddin,BD10090021,22.48540881,90.71537999,287.5249253991552,190674.23562965175,2329597.5607843143,0.810224559679569,3.1763370141587304,75.15481678000448,93.21201253117056,82.56246234624531,10.589144166205536,0.3446906302083184,0.8849084107055518,0.055770468475746,34.00362846580091,0.6460837411149464
Bhola,BD1009,Charfasson,BD10090025,22.04486186,90.72459883,1224.8720241143635,392519.395848886,3364733.603921568,0.2747008289583901,2.094089595717764,85.70112719710725,95.59415769557653,93.6692809220304,11.192600126208156,0.3882857228408596,0.9445595282940034,0.0605149309821329,21.3469470444204,0.3581824686197831
Bhola,BD1009,Daulatkhan,BD10090029,22.6420874,90.74547893,307.3208825469398,145703.1996946409,1378036.6980392162,0.4484032086002931,1.6800749224562517,87.70675358232008,96.09745183914218,88.12270024557701,11.329896558597012,0.3366302517933551,0.9296995934456096,0.0257235863570207,19.770953538741495,0.4124629169291119
Bhola,BD1009,Lalmohan,BD10090054,22.30234352,90.77136962,382.8904675572883,250085.91406756235,2200932.470588237,0.5748203878329597,2.6562538496950454,79.69454763565153,95.6037319344075,91.06657524433884,10.915927612532464,0.3965408788223247,0.9308819339355608,0.0528330396724254,32.813596669762234,0.388602894670339
Bhola,BD1009,Monpura,BD10090065,22.22216484,90.94308102,514.5475735068777,71028.34490974089,935449.643137255,0.1818004187176972,1.2283988367974514,92.7233223013359,97.08386067105604,92.21318804168465,11.23067899250897,0.3252151350813624,0.9468015143741312,0.0375251349998722,13.256660399539792,0.3007902627399258
Bhola,BD1009,Tazumuddin,BD10090091,22.45254839,90.85981809,326.7484988098085,163703.9480975437,830060.8745098036,0.2540366298646592,1.6675310047814982,89.94364067271576,96.8142825583429,84.17450967410126,10.814292442449762,0.3191716752700665,0.9105132627460604,0.0277935764323467,27.790399077436785,0.3626342799474081
Jhalokati,BD1042,Jhalokathi Sadar,BD10420040,22.67977942,90.19275327,204.48737525411696,190456.18305358524,2417770.796078433,1.182357000315478,4.931695609438893,60.36788028330656,87.59832899129867,84.87158395214051,9.308771451496868,0.4025651475178805,0.846389215151617,0.0952272015115395,31.93939110611392,0.6081404444445823
Jhalokati,BD1042,Kanthalia,BD10420043,22.41941257,90.10206117,159.01559862359056,110291.40779188284,1056340.6470588236,0.6643000159747294,4.408060201157667,65.87235429268566,89.74035265260854,89.50319159072566,8.030043903381289,0.3958409021980344,0.8509268225606331,0.0732129939322608,44.24980553433143,0.4593112297897387
Jhalokati,BD1042,Nalchhity,BD10420073,22.6010276,90.27149045,209.99156320294293,152158.128460887,3230902.3411764684,1.538586737436692,4.333408496355098,67.33795617625175,90.41426627818588,83.69298425095222,9.42864040402855,0.3980442162916324,0.8569336498639786,0.0815382101642992,37.81167692394028,0.7845065652507841
Jhalokati,BD1042,Rajapur,BD10420084,22.54965797,90.13094414,164.05702297462813,129037.84768310978,1110962.882352942,0.6771809351464068,4.570597235677236,64.05093708359999,88.1059544341511,88.00821350172465,10.25189214413836,0.3945437206122487,0.8753704112786889,0.0739475052375178,44.56886226582056,0.5149297781506458
Patuakhali,BD1078,Bauphal,BD10780038,22.43734658,90.54648458,488.8990083812997,270478.37841564004,3374132.733333332,0.6901492282638861,2.9937035212549565,79.53620560545419,95.7637151753641,86.4057114258309,9.269928238992028,0.422249428251242,0.8878555122627471,0.0492475473171556,49.24382947024455,0.4413264359748885
Patuakhali,BD1078,Dashmina,BD10780052,22.25076067,90.55428617,302.1558846083282,131837.67565275484,1435084.482352941,0.4749483811024166,2.287693982670658,84.89895477336523,98.0745662777349,88.51283923067025,10.540591900725664,0.4024066091840434,0.926807017235914,0.0596034029209669,39.312172064302125,0.3686242476510961
Patuakhali,BD1078,Dumki,BD10780055,22.44825458,90.37305019,94.63711883969658,67757.85846029357,1103800.9098039216,1.1663509237571168,3.261678077009157,76.68129310127213,94.5746573066473,85.61771374762748,9.989194822330637,0.4263634034562248,0.8917345363687863,0.0566976468858771,43.508637360624256,0.7528164961560613
Patuakhali,BD1078,Galachipa,BD10780057,22.14780512,90.46051826,529.4175879293953,210888.103637653,3460344.376470588,0.6536134150745423,2.6509063075933,84.34519106193167,96.86484162378603,88.72761374668418,10.465308042957004,0.4503881278974539,0.920860236136382,0.0607083485663006,47.801384675494894,0.3776940716087715
Patuakhali,BD1078,Kalapara,BD10780066,21.93370908,90.22168667,491.9457812674308,210562.0620181266,4641939.270588236,0.9435875755716244,2.622999596583346,88.1406215612725,99.42473192040148,89.33797902156422,9.61843918885648,0.4755516891160269,0.920401540031556,0.0430440045162191,53.93139599650173,0.919150976292096
Patuakhali,BD1078,Mirzaganj,BD10780076,22.35550943,90.21740561,176.89354741150504,115766.02237075364,1776390.8078431392,1.0042145877207975,3.4915933192862263,74.76260607477752,94.1592359854252,92.07572688497643,9.53634926001534,0.4256894845545445,0.90492076036542,0.0597835256962177,45.82573035607649,0.461253811595731
Patuakhali,BD1078,Patuakhali Sadar,BD10780095,22.33453254,90.32931509,366.9538471792024,305147.6094366838,6527410.796078431,1.778809745763685,3.287771542201657,78.2373748729299,96.7261080251111,85.5911523633866,8.973559792524908,0.4491389571734656,0.8843958492602682,0.0558568708612946,53.893134363406446,0.6469895017744651
Patuakhali,BD1078,Rangabali,BD10780097,21.93161968,90.43046083,682.1827262610569,102889.87752814085,1340935.1764705882,0.1965653958756851,2.42436374868888,85.94680595287059,93.45692216608226,92.58895372261912,10.49839555436138,0.3538124586545005,0.9195907470158934,0.0886723300106207,26.96730669519673,0.3973012824915834
Pirojpur,BD1079,Bhandaria,BD10790014,22.45182375,90.01974753,166.2250902948207,125416.82172613616,1377296.0862745105,0.8285729211105893,4.5363171287258295,63.01675863237544,87.58337816783191,92.14280128876534,10.14075853878933,0.3511663554091152,0.8856376485790778,0.0742884440133878,36.77333444220541,0.5227497637298485
Pirojpur,BD1079,Indurkani,BD10790090,22.46620998,89.96524888,100.75350602490396,63288.47225518416,377558.7568627451,0.3747351052671271,4.383545556147031,65.25751866062505,86.51456805602294,92.62691600258248,10.864751348986442,0.3988616527328927,0.894588951410916,0.0709853559236703,35.86507906899691,0.4563967634571875
Pirojpur,BD1079,Kawkhali,BD10790047,22.60625111,90.05726044,80.76693388570794,55112.28790538732,696767.3686274507,0.8626888939642496,5.066319717722148,58.26764325723054,80.77197148639786,90.86470592802831,10.978997525366765,0.3560790603541601,0.8644836345263356,0.0807261741078886,29.46613800176237,0.5572729019915926
Pirojpur,BD1079,Mathbaria,BD10790058,22.2829089,89.94927971,352.5867612166719,221793.3372322516,2941394.6470588245,0.8342328670846709,3.922279475397082,70.0503682040128,92.02927270283038,94.40662763633948,8.842382632657664,0.4244595381963625,0.8919279677675527,0.0646509130145907,47.88371741677471,0.438537768028481
Pirojpur,BD1079,Nazirpur,BD10790076,22.76993652,89.97482465,228.48940089240207,161295.9333856631,1471278.8117647066,0.6439155628306568,3.784540700976528,73.01488508616158,93.24872743978952,54.52475529571681,4.029999056289828,0.3741502129344179,0.6776225679522254,0.0801427974222251,42.645799762800245,0.4577438306956915
Pirojpur,BD1079,Nesarabad (Swarupkathi),BD10790087,22.72142509,90.08564362,183.0210903074927,181000.5756374695,1746079.9647058824,0.9540321073228792,5.248346806754819,54.98514699554647,85.41126075257921,85.86095106516966,9.883755877311422,0.3499796646119618,0.8495932667365573,0.1062558995986507,20.70267673752629,0.5149615698020402
Pirojpur,BD1079,Pirojpur Sadar,BD10790080,22.60920201,89.97934666,164.05238891908314,141719.4738608492,2028635.741176471,1.2365779947142803,5.298282466474993,56.07080351972549,81.7441102787387,87.75530323164709,10.480491400958543,0.3588257595887324,0.8496669142477313,0.0899955100949806,32.47221602786332,0.6332649968381583
Bandarban,BD2003,Alikadam,BD20030004,21.59618578,92.40337107,787.1195130859578,75654.27792857462,1431670.8235294118,0.1818873499802393,196.3611098897321,0.0,0.0,21.526593226903007,2.641228298691874,0.3567274202275302,0.1193635479390251,0.1390163193310988,1.1892439588125974,0.3945996345587105
Bandarban,BD2003,Bandarban Sadar,BD20030014,22.06545533,92.23266601,524.835958413758,107944.40482113852,3214386.674509804,0.6124554964230786,112.24792797505036,0.2785120782266286,0.5438116264832568,45.03099466228701,3.2989393380954883,0.3616187337546609,0.2150379559387706,0.1417862744143394,2.5460531669645863,0.4937552784491978
Bandarban,BD2003,Lama,BD20030051,21.81028832,92.21156194,705.4754952585321,112360.30922586906,3108233.407843138,0.440587012409847,96.0631929196858,0.0769135210777856,0.4034774842191167,39.25183333333327,3.132316142477655,0.3686147614011266,0.1914023343869467,0.1407013589953466,4.01035371531794,0.4471288452825775
Bandarban,BD2003,Naikkhongchhari,BD20030073,21.47139618,92.24297656,518.740408533847,77464.81546369892,1504524.843137255,0.2900342480335397,109.08197341440696,0.3306296418410103,0.8149099886623126,21.24436572719337,2.7271879308946394,0.3573935048559734,0.1234755071757345,0.1418973243856522,3.4629099235299736,0.4295236012833557
Bandarban,BD2003,Rowangchhari,BD20030089,22.1994028,92.35191016,441.8466529616784,21271.4488686687,873795.6549019607,0.1977599352727801,167.06286550002466,0.0,0.4834848549931743,39.0599883940228,3.2260547874492955,0.3517195720853162,0.1926532210173706,0.1417050333923017,1.6919956586163516,0.3952976895908576
Bandarban,BD2003,Ruma,BD20030091,22.00777832,92.44855183,636.0867727793724,30223.147785633453,921847.3137254902,0.1449247733446006,310.93965112799435,0.0,0.0745028050691842,28.868810865669,3.259979148629712,0.3492770937691448,0.155709086463148,0.1312355532826213,0.6899446377488374,0.4194218989159346
Bandarban,BD2003,Thanchi,BD20030095,21.64261732,92.53326194,989.0062795295656,29649.600418777674,741273.9019607843,0.0749513847691019,282.8183640711309,0.0,0.0,28.6908291058972,3.398562238866383,0.3491172833206717,0.1570606058517465,0.1361108782021877,0.4824229062523502,0.3863218835207593
Brahmanbaria,BD2012,Akhaura,BD20120002,23.8406693,91.1901894,92.42776725617108,149712.50608590656,3455199.7803921592,3.738270308765321,6.9212309838400685,42.76592513258209,81.48678179894834,30.234652612090574,2.573052437829052,0.3605315951107793,0.5153960095347354,0.0493072778406158,62.258088371236006,1.4843829223384135
Brahmanbaria,BD2012,Ashuganj,BD20120033,24.01814155,91.01833745,77.74350851317995,179636.00958157703,3765462.4588235286,4.843442919977256,5.017687919407453,55.427960038764,96.02589650418214,72.36479466348857,9.327076032666149,0.3680995748478127,0.840844582802132,0.0378556147025172,54.48337395803888,2.090612500330444
Brahmanbaria,BD2012,Banchharampur,BD20120004,23.78053412,90.80732254,206.53463697945173,297975.8247042988,5466933.552941172,2.646981461751173,4.0001300726949625,80.05513304763329,97.3474433334071,56.08791854220142,5.109732894377693,0.4045748396532815,0.7195334248043319,0.0436885848541981,62.50531774404397,0.8380232502703482
Brahmanbaria,BD2012,Bijoynagar,BD20120007,23.99153007,91.22736838,225.9950272068542,255321.3947737132,5714486.992156862,2.5285897051736312,6.362674215590643,59.01879041045402,82.16645198133789,34.14296816543143,2.5569741240079464,0.341792108328188,0.5318656578951629,0.0426934037752665,69.04538842034783,0.9819704640511068
Brahmanbaria,BD2012,Brahmanbaria Sadar,BD20120013,23.94993121,91.11594537,217.04646365731307,484575.39544102206,10485172.427450985,4.830842323238977,5.307272789085059,48.226565717699394,94.76885115142034,36.06514825871891,2.51891969458238,0.3505779686883974,0.5946698439966139,0.0353423867909278,69.62766699586516,2.0501297799125875
Brahmanbaria,BD2012,Kasba,BD20120063,23.76086796,91.13132405,209.96212756884276,299351.1982973953,7441280.768627453,3.544106194193328,7.453917054723096,29.116193003613112,81.25037504048593,23.863302267341822,1.9423314215893916,0.4036029345752121,0.4815204359777063,0.0565525334434447,59.75867805961988,1.0597666788933375
Brahmanbaria,BD2012,Nabinagar,BD20120085,23.86327014,90.979673,362.2241201738863,504772.9820319108,10300744.458823536,2.8437489071348003,4.670429821239575,68.54813152510941,96.07213583344829,48.44788933855883,3.904959356700391,0.413234982271403,0.6669748798804797,0.0374656150980617,69.31585462026038,0.7280941410401985
Brahmanbaria,BD2012,Nasirnagar,BD20120090,24.18226005,91.1871252,316.5689052531569,310083.27476338646,5388312.925490194,1.7020979749041414,4.501669257571823,65.79511409179445,97.80177980380228,47.82773835435584,3.408226579416008,0.3551111063817806,0.6643088696809558,0.0180920945473815,81.5304279205342,0.5369765682316572
Brahmanbaria,BD2012,Sarail,BD20120094,24.10250867,91.11323753,224.1512026839316,343972.01470826456,4506818.031372552,2.0106151461196804,4.291724113949496,70.80143320837801,97.52366207126848,48.24345623848859,3.490249497514621,0.3305081163553118,0.6658794011139954,0.0190135361110693,78.4200505385437,0.8847781475939461
Chandpur,BD2013,Chandpur Sadar,BD20130022,23.23175162,90.6513703,320.3437204566326,433667.1489655551,4884070.949019609,1.524634521337778,3.587218690610212,71.50547019232039,91.08792348909031,82.772812950329,10.810003037497845,0.3344807000063431,0.8797672183186886,0.0533813807624876,21.965713650086386,0.6516717877681272
Chandpur,BD2013,Faridganj,BD20130045,23.1441551,90.76190402,235.9725302015258,364514.59670374414,3494790.780392156,1.4810159374938796,7.137290381183208,40.32925939894995,71.48000892241647,18.022471313140848,2.160642715348276,0.359102864142431,0.4207494016693384,0.1068891873505862,26.71735644898121,0.5490854155120305
Chandpur,BD2013,Haimchar,BD20130047,23.076609,90.61716648,168.17678035386243,101373.63955864625,856948.9529411767,0.5095524787298591,2.645787220056581,84.73035199626216,92.9092520241008,75.95039520134823,10.48807395055033,0.3066574399685934,0.8587192498223446,0.0265278769398893,28.644369068575408,0.4190901967223803
Chandpur,BD2013,Hajiganj,BD20130049,23.25779613,90.83747836,191.94497209568743,330828.40398925176,3843213.321568628,2.002247456449512,5.640301526538682,58.40244586601888,89.40177090686528,13.0769564011646,1.7027346494828692,0.3589952172774344,0.4764562273096843,0.0761422842427389,47.10061315058209,0.6620109792403452
Chandpur,BD2013,Kachua,BD20130058,23.35926547,90.88289267,238.36842373545545,348032.92782457604,5263441.388235292,2.20811184038232,5.778644712500194,58.76565146440201,89.7417969508669,9.622269521754772,2.056115799042771,0.4033769553044618,0.4717846262557556,0.0678946200186755,53.73764952701144,0.6182019435764603
Chandpur,BD2013,Matlab Dakkhin,BD20130076,23.34815058,90.74730936,130.53174941980245,182552.3983862691,2588748.62745098,1.983232921459836,5.193075640881573,62.372751369401,93.29229879959178,37.52993969763869,2.3075533577036094,0.3794678530862427,0.5896293561682919,0.0751131013726692,47.13438790601588,0.5388607907285633
Chandpur,BD2013,Matlab Uttar,BD20130079,23.4101348,90.64106338,283.90429830102505,262998.0570009588,4485590.392156864,1.5799656500447807,3.627605107098552,75.75344062025749,96.20857982815998,79.37918233213281,9.789948572552698,0.3559063631697989,0.8739315569317297,0.0602451081708843,41.02108008657467,0.5409365357679664
Chandpur,BD2013,Shahrasti,BD20130095,23.20587855,90.95691718,154.70355522395192,176160.52081866364,2615953.1333333342,1.690945711975674,6.164931375235725,53.39124490120888,85.38932454406111,19.124154397134674,2.007528073835575,0.3731638946704084,0.4846453020688392,0.0799350891285348,45.28349874230613,0.6748359388533205
Chattogram,BD2015,Anwara,BD20150004,22.19757387,91.8786927,161.23383141324035,225791.7076259239,5753989.698039219,3.568723541210041,4.739411209108859,70.16307395195192,92.17195525362824,77.57292081670022,9.148706768506154,0.4010939954245648,0.838757467641547,0.0652382329435517,35.30010024957237,2.700187585734277
Chattogram,BD2015,Banshkhali,BD20150008,22.01727076,91.9380992,363.57810945478656,332141.53831782925,8065743.360784315,2.2184348152531843,15.344020428981612,52.02217001540453,63.42707121114712,65.96893887422704,6.664882088199296,0.4027698376165885,0.6273944746466116,0.0805841374392288,32.144767182688724,1.1157741733018227
Chattogram,BD2015,Boalkhali,BD20150012,22.37729487,91.96622113,139.7610526010374,106401.19713293768,3339726.2705882336,2.3895972507604344,17.2605252851237,38.82016609782508,63.45703855121404,89.74360720390618,10.42400791777268,0.3849472465700168,0.7733927639903462,0.1074644966761191,19.320905109912484,1.4720768281346477
Chattogram,BD2015,Chandanaish,BD20150018,22.21239926,92.06454009,200.37788236891345,234797.7249271213,4083850.5333333337,2.038074504557645,28.048637510036187,19.786674146760443,37.50453397977139,46.52011776421164,2.597849841182037,0.3860996007227151,0.3748883124367459,0.1104006012972144,22.86895806447504,0.8856291626342152
Chattogram,BD2015,Fatikchhari,BD20150033,22.75545823,91.74886747,760.8560412586265,500979.96657832334,12968996.874509797,1.7045270289312766,32.43950530759891,2.1105357203884063,10.765063879458872,28.645090483626767,2.794101080093577,0.3619745960674209,0.1952689554851515,0.1081200559005347,24.594155144542224,0.6372767385329745
Chattogram,BD2015,Hathazari,BD20150037,22.526199,91.79785039,228.66449136658545,432058.8570813376,8879546.399999991,3.883220497827391,22.26773193569125,27.61631915790677,51.89030803398088,52.33520242782818,4.967413660333953,0.4023177893660735,0.4994698223225451,0.1002396449825914,26.428049723387232,1.3842242203297874
Chattogram,BD2015,Karnaphuli,BD20150039,22.28719585,91.8460119,50.847532169636295,111647.01188969336,3455297.7921568616,6.795409029152843,6.805671586242447,58.80396303604963,85.98829273681994,86.88485269982446,9.416269488932876,0.4083298249441288,0.8479821265806233,0.0824831077271932,27.176004716920776,10.69223422549188
Chattogram,BD2015,Lohagara,BD20150047,21.98607426,92.11204876,260.7549035869862,273267.7664764891,7187067.760784316,2.75625411523153,30.0996091494681,0.0025033759257888,2.3119309093290763,25.8666634529634,2.8785857682463867,0.380951825532849,0.1489134406481258,0.0994797328959929,30.56398886542202,0.8797057663389435
Chattogram,BD2015,Mirsarai,BD20150053,22.80385025,91.54756079,509.67420899351583,352030.656170493,9885417.121568626,1.9395560825198417,23.44469870740086,30.48282190226052,58.695276423197086,79.9856207571512,7.603685356827524,0.3776337411300459,0.6708065058348749,0.0983665881279764,28.1521947433408,1.264209135523741
Chattogram,BD2015,Patiya,BD20150061,22.29314167,91.98742056,254.26356685084792,201627.38570649724,6940008.533333332,2.729454565311109,22.73979472431659,37.07555874080123,58.007238745043445,77.48594649569536,6.39010693629124,0.3877109247601333,0.6387351693591499,0.1058635587729426,24.2899740494289,1.4951922102431363
Chattogram,BD2015,Rangunia,BD20150070,22.46617757,92.06834682,355.11212341621825,331270.77569098724,8036806.960784314,2.263174482321058,22.15086886803597,11.46722864834581,26.93881227897527,76.93505898035885,8.931322515847517,0.403080530234297,0.53935273695077,0.0934096922864761,31.900919963329237,0.7404655824559323
Chattogram,BD2015,Raozan,BD20150074,22.51965128,91.91727933,244.4577484949161,327274.44572305045,6185959.44313726,2.5304820490342963,12.453096058026087,34.50454011519184,57.84453754316608,78.72760447016796,8.607619937418603,0.4075594379383894,0.6793073668801453,0.092246224321933,32.628089703552455,1.0396947625693391
Chattogram,BD2015,Sandwip,BD20150078,22.5106171,91.45787931,391.7634106563765,284126.6365459116,4932489.760784313,1.2590480955125998,3.488709504513426,79.05112698510149,94.58943615282098,72.33200382844765,6.560918243596423,0.3884709947706367,0.7881631134805349,0.0448144568543727,25.759544281177128,0.4429513298717201
Chattogram,BD2015,Satkania,BD20150082,22.10592592,92.05950882,277.02623630281084,347633.9037616916,7065762.1843137285,2.5505750930357047,15.995786768002548,19.936385926182044,46.662927581330656,38.165065182705,3.6485221197807274,0.404885543667273,0.4043696042518009,0.0901066706187447,33.81152118953585,1.0313600283175473
Chattogram,BD2015,Sitakunda,BD20150086,22.54303233,91.65690147,494.1626333833013,474198.857194217,11620875.49019608,2.351629748010965,15.631603614901843,60.724339027731965,72.327756463311,96.28632890540632,11.553722355011995,0.3963448922243373,0.8550390945040214,0.065286802093596,9.088927723053535,1.8738270150861815
Chattogram,BD2015,Chattogram City Corporation,BD20151600,22.34552085,91.80897271,199.04788669494332,2898831.02865628,39398405.20392156,19.79343054483303,11.012284487440464,38.05351111210891,68.09387500090615,88.43753441356095,10.384375935477385,0.4465791826433068,0.7890267402094974,0.0554209799286537,6.46447560050957,12.516696936450032
Cumilla,BD2019,Adarsha Sadar,BD20190067,23.47977528,91.15674514,111.80861520593388,363543.88973833725,8384953.949019602,7.499380914051961,11.043305219701308,0.2389917904192147,53.461389626853205,31.562391090234147,3.739902643643139,0.4404691335384555,0.4133763328640445,0.069478274902299,44.00381687122875,2.5303338902049517
Cumilla,BD2019,Barura,BD20190009,23.35688513,91.04002614,247.1038500812011,396070.64733309177,7804514.396078435,3.158394494263762,7.601295619903914,19.95103898884561,77.95696436759117,19.65415394013442,2.589306393004033,0.407548454730714,0.4627509849946979,0.0760171499226755,48.301043997992906,0.8207523778055115
Cumilla,BD2019,Brahmanpara,BD20190015,23.64701097,91.09595838,128.6312707174409,195351.87577909004,3908009.200000001,3.038148638509967,6.753768329355745,23.767782257470916,85.90416679007463,12.361118818677472,1.4728014042285946,0.4281438523414104,0.4543793564911835,0.0643232290766672,55.28527950880907,0.886813144133734
Cumilla,BD2019,Burichang,BD20190018,23.53518256,91.11687246,168.19792337156002,295307.2186211812,7383785.909803921,4.389938806493266,8.664324690688478,1.6795534648047288,70.39689193494156,16.472059160390135,2.137836342715525,0.4429112579278251,0.4100688264805279,0.0641380997740988,52.69127562608112,1.2618081410296684
Cumilla,BD2019,Chandina,BD20190027,23.44627926,90.94481512,200.49291023675133,352791.7299797522,8158728.556862747,4.069335193562976,6.359615806301525,43.83509128488209,87.78654962613498,14.06738658339846,2.2343767986922782,0.4316372548878436,0.48151493967104,0.0667237056095204,53.36791030382256,0.8854128879388369
Cumilla,BD2019,Chauddagram,BD20190031,23.22183679,91.27969434,274.6005764017898,425244.3018253924,12606613.64313726,4.590891180319858,8.096172649905371,8.17509614206868,73.98743862354141,16.51406983530261,2.264454302980082,0.4225055509686519,0.4284836232791635,0.0610551194039578,55.89587317945202,1.0954464123701069
Cumilla,BD2019,Daudkandi,BD20190036,23.50293787,90.77310239,219.4901110628041,330393.4565334209,7578221.745098044,3.4526483714474225,4.51981153103519,73.50668520366591,97.01229854303112,33.43784121326178,3.334727886971128,0.37561941110309,0.6091665858062417,0.0585340584010011,55.1591214080544,1.1460360449043805
