locality_code,locality_name,district_name,gpm_rain_7d_mm,gpm_rain_30d_mm,gpm_rain_90d_mm,chirps_rain_365d_mm,era5_tp_30d_mm,era5_runoff_30d_mm,era5_surface_runoff_30d_mm,era5_subsurface_runoff_30d_mm,era5_wind10m_mean_30d_ms,era5_wind10m_max_30d_ms,smap_sm_mean_latest30d
BD10790047,Kawkhali,Pirojpur,59.936565137309486,287.7399933880693,1067.2985924200377,2415.0808015825564,290.98891404647924,137.5950663457818,40.40404192862973,97.19108014200141,1.7684773262797548,4.071265328969759,0.3471570333577521
BD10790058,Mathbaria,Pirojpur,80.66857393340067,314.032369757347,1161.0623555857378,2412.979662373355,326.7555973515493,199.10121341159598,29.407271252731324,169.69392162396525,1.8837140733903817,4.25344338800211,0.22768684899526057
BD10790076,Nazirpur,Pirojpur,71.25538092150093,295.3576880173685,1023.9129055346423,2338.5506604207562,279.1131158634194,108.65853303112092,29.017834935802973,79.64070794405418,1.675275953999986,3.731228373132259,0.34237768626771875
BD10790087,Nesarabad (Swarupkathi),Pirojpur,61.91018431972705,292.80690115932816,1044.268351887484,2403.57687565521,277.76169053370035,115.05452556619439,28.720838814215654,86.33376271582397,1.7296219101190085,3.900129091217017,0.3489203549877772
BD10790080,Pirojpur Sadar,Pirojpur,69.99530318376249,291.969338544739,1054.4769623617517,2446.4108060326926,288.79320049961876,146.00418538326065,37.87445842076101,108.12968094717567,1.7364617265459512,3.9609999972614016,0.338595970826009
BD20030004,Alikadam,Bandarban,39.53812870687069,312.59226277061276,1333.3214101399187,3685.5762484418924,266.27171809562986,151.4929161306651,50.94830228230435,100.54463892136478,1.041416131472952,2.5953177967501464,0.2318693382620507
BD20030014,Bandarban Sadar,Bandarban,32.28542060297681,323.1295018587553,1356.9344959823345,3462.72884189388,259.64427966931794,132.38529207231605,50.86348735024338,81.52179585505162,1.2541404173375454,2.7157744037951908,0.1513159399992244
BD20030051,Lama,Bandarban,32.09611178317026,332.4447473051424,1376.7544592387653,3726.9437703411563,257.67361951976204,128.66930031997987,47.36513568681727,81.30413949274191,1.5782366143864957,3.527483742250694,0.1355723776000181
BD20030073,Naikkhongchhari,Bandarban,38.81585520202915,326.61871181185313,1398.621027819458,3835.657992729707,267.9330979224252,147.0899513834401,50.68403276957964,96.40591136196204,1.585003059338762,3.6991594571116195,0.15787726154452875
BD20030089,Rowangchhari,Bandarban,47.665880717266845,341.2211817311966,1362.127683844939,3292.001822637642,228.75215903872228,102.20794697537394,37.80921575497955,64.39868901062442,0.9479223926408782,2.1899616693448465,0.07200890652364741
BD20030091,Ruma,Bandarban,61.35495872396353,348.9628989895203,1363.3052979728304,3409.077685389723,219.40040536926085,93.08805671131726,32.80533187257297,60.28265202644551,0.8324290243664225,2.0719303238986853,0.08603007892526471
BD20030095,Thanchi,Bandarban,39.973356973190306,302.0242049139767,1333.1015236714006,3627.2260413535632,246.55687721648354,130.96158705175495,41.87887873634707,89.08270482003996,0.8478930903512577,2.1921313260956343,0.2860327015680855
BD20120002,Akhaura,Brahmanbaria,58.515701538817666,295.8439185467905,1161.5695620018087,2468.063865080069,245.2762487619289,87.00429607415573,21.122410078532994,65.88190264301375,1.5028805369247402,2.558276373282736,0.3523494456894696
BD20120033,Ashuganj,Brahmanbaria,68.48071586090589,331.30001514590845,1210.855274461102,2027.324140738825,267.68164370991303,114.04905385441249,29.77915936046177,84.26997300099444,1.5922536257694344,2.6511568196189312,0.2690736237499449
BD20120004,Banchharampur,Brahmanbaria,49.9689582105138,321.0044809431561,1139.2449472368592,2218.8127951045876,251.11180028942684,88.72819911340348,19.579288176863702,69.14884689045542,1.639232540331518,2.7346550793669615,0.3649416441850141
BD20120007,Bijoynagar,Brahmanbaria,61.85698397999325,336.8799922513234,1214.8648185771651,2408.5625261378796,256.41309938931965,100.43852622965142,28.44306739148986,71.99543986433572,1.4676403962970936,2.5989454847689415,0.29270756953782207
BD20120013,Brahmanbaria Sadar,Brahmanbaria,68.09270383979003,325.2879120495728,1193.3682538747028,2262.113887436829,253.6205900887279,95.69311960551299,24.10458719455882,71.5885150589441,1.5503703222891128,2.6014048569115817,0.31688310117705876
BD20120063,Kasba,Brahmanbaria,38.923949042446914,287.00439283996513,1124.8478483753092,2386.1854630745697,234.08346055650887,77.88764839371045,17.174299421409767,60.71330411980549,1.5490460494111173,2.503151837699872,0.39567147587736445
BD20120085,Nabinagar,Brahmanbaria,62.10129330268129,314.152572795773,1159.275908398969,2193.8813403433974,252.61183800502798,94.49372278153898,22.969298340380192,71.52438933402298,1.5997210314895143,2.574128654023337,0.37107850810885434
BD20120090,Nasirnagar,Brahmanbaria,65.07588174629804,356.58639041245686,1287.45761528625,2419.1614483840094,263.8251722023604,120.43539494579807,24.60486140621073,95.83048316589974,1.3775560336924804,2.5560584750762207,0.19727858430194423
BD20120094,Sarail,Brahmanbaria,67.5427814219771,343.8294821111219,1259.049715730145,2239.7130398245686,266.84265917908795,117.68112820016142,26.66538676909473,91.01568930076832,1.4948338034606505,2.632908752671104,0.21490566299387526
BD20130022,Chandpur Sadar,Chandpur,53.499461923589436,356.0743425058907,1133.6394583785143,2435.0693773140497,241.86495558929025,80.9058948435179,13.189762802689406,67.71610944603137,2.096021493130299,3.926952242069756,0.4096052132263546
BD20130045,Faridganj,Chandpur,37.861688634067406,334.327652167657,1108.969958633771,2652.588404954003,249.8618897432267,89.19830392442347,16.581740891076738,72.61657382187857,2.054681539678075,3.9098973949239504,0.34754675120935524
BD20130047,Haimchar,Chandpur,54.6462705127652,350.3497194254751,1127.6362444410547,2645.4398726929217,246.38203219533244,95.30878148791268,16.164794791398982,79.14397542978206,2.1636119850190245,4.270884774481696,0.3915409035332826
BD20130049,Hajiganj,Chandpur,26.69727292733161,319.8385020585327,1115.9381448184945,2552.5318412202846,251.47138296317408,85.52090660581048,19.902589650086636,65.61834972422079,1.8888014429808873,3.4020208491562727,0.39934041016506694
BD20130058,Kachua,Chandpur,26.89967940908448,313.45489390509306,1100.9357519596006,2476.9855758115996,256.16099357559455,87.69448867022263,22.788556326725857,64.90592422281823,1.7711925285851347,3.0883433614960603,0.41999874777365026
BD20130076,Matlab Dakkhin,Chandpur,38.031319344076174,326.9263407340734,1127.9234853144762,2352.7670009913463,249.2597183660144,84.20182358515396,17.85795794527852,66.343836360768,1.9333705919724788,3.4632995148950236,0.3892883509397507
BD20130079,Matlab Uttar,Chandpur,49.96109672191524,339.3163878896668,1117.8887490971442,2252.2702680411085,248.74782820125233,73.2179674967594,14.975806802208652,58.242181524029235,2.0348107691496136,3.72004763555253,0.34118890800149304
BD20130095,Shahrasti,Chandpur,24.13548556801268,298.56059488560356,1105.3131224318165,2770.150127653257,255.56608372080944,92.66886197858386,22.408230316445785,70.26060910343573,1.825766138203537,3.3107411280392665,0.40132216805661175
BD20150004,Anwara,Chattogram,19.075010753598775,316.9359700987011,1458.7957305544107,3611.869227597798,273.2001002568602,106.97785437107086,19.96629612012343,87.01162438501011,2.75756117961123,5.446078485300207,0.3023958775434601
BD20150008,Banshkhali,Chattogram,24.26734408525328,331.12131515852656,1451.881104492157,3561.1694812804085,281.33663304119546,125.52102948408049,42.971477914885824,82.54948511240953,2.913214641646864,5.978100501612174,0.35140135809629863
BD20150012,Boalkhali,Chattogram,15.602771689852341,296.24929405704927,1390.7919638126393,3602.3345585379834,262.5211159739473,115.78226456215963,29.168220439568703,86.61407257377175,1.9603460296606352,3.7551042923319486,0.24209274606383527
BD20150018,Chandanaish,Chattogram,18.89634329698115,305.2184028073471,1403.0935415076333,3483.657671207608,279.2981361094176,126.71828989712698,37.43600641500275,89.28224968741524,2.0545214175908395,4.158691728456518,0.2402374432771254
BD20150033,Fatikchhari,Chattogram,25.699148135571964,295.20623043952423,1286.9336966181336,3695.2134383829534,330.4660690166426,176.92042420350435,64.95742956029842,111.96303171846036,1.6656875233010984,2.967306041418115,0.20790942301764967
BD20150037,Hathazari,Chattogram,26.800662843372205,312.90304947527943,1338.9224652342077,3615.9328978047015,313.3867582840792,142.77644446016674,36.21360073439883,106.56284857511896,2.0413838937981863,3.756866783109666,0.20735349999314048
BD20150039,Karnaphuli,Chattogram,15.120583525321779,317.9650658163765,1455.6054408728778,3596.867840268574,263.43887490113667,111.48901011821998,25.07246486897016,86.41652839027181,2.4554682458415455,4.778546212133854,0.2794918030717947
BD20150047,Lohagara,Chattogram,24.416705511187388,325.40092552447436,1393.9645483421855,3551.4379612593507,277.24575343991773,131.72263263991948,47.87685387977982,83.84571778575025,2.028982006899141,4.2542586511596365,0.2309797756519158
BD20150053,Mirsarai,Chattogram,41.345893972741166,333.1451202597581,1295.8916715947496,3508.5226131240825,363.2916123400873,201.45032774068193,63.76128387236631,137.68900360719698,1.99205079343975,3.5925863171361456,0.3234667808071456
BD20150061,Patiya,Chattogram,14.337396895507652,299.8694401669653,1429.6419889306885,3535.7066667344307,266.3474826644914,113.925401602231,27.82510320345561,86.10028522023073,2.197311830572804,4.313296438768544,0.2597210126988431
BD20150070,Rangunia,Chattogram,20.95549801332897,308.41989098787917,1343.4522476589798,3568.8419019422086,269.23562133849566,138.03658195575161,53.26153442551622,84.775042633923,1.3819431355966871,2.6338787917099697,0.18492960000632375
BD20150074,Raozan,Chattogram,19.193789130826023,306.55557965697034,1333.5297739087766,3700.4827997041593,281.90733911101944,129.11086111588583,40.820945171933424,88.29000698668615,1.777205498798307,3.2819129347495912,0.2038158227178387
BD20150078,Sandwip,Chattogram,66.92727899310262,382.09334250572044,1428.1189927858327,3290.4554475185946,460.07417247011034,273.83472147869736,46.3442305383617,227.4903988797371,3.4014008824351682,6.341371871996491,0.18641529887887134
BD20150082,Satkania,Chattogram,22.433481218379864,317.8433305073593,1395.79755284799,3490.77766174967,283.61912701864435,127.18210016193221,39.99002090756288,87.19206464104634,2.22171198089498,4.559481524153186,0.25978420883495146
BD20150086,Sitakunda,Chattogram,39.36984798780114,338.6898997059351,1376.6074043897515,3532.1195527815307,369.4100740647563,192.97140771438706,76.58562760833887,116.38580851279356,2.4915917154668814,4.551264146416316,0.3243684312747346
BD20151600,Chattogram City Corporation,Chattogram,26.582075841007292,327.18349021443004,1416.4498765020326,3559.6312485439034,283.8558161530319,138.11350539190957,39.601437163917524,98.5121004052718,2.5071201711971076,4.821092738975869,0.22962042208903477
BD20190067,Adarsha Sadar,Cumilla,12.856351967643269,283.07705331461665,1086.466060393528,2560.335019248942,261.64289126490297,94.7861318599503,24.119714521012217,70.6663930659774,1.5838500854819413,2.543885437495967,0.4160261767090491
BD20190009,Barura,Cumilla,16.87861432458985,292.07541873033495,1108.4195047704086,2505.94334356074,258.968585109391,92.3169663157126,24.031843103113626,68.28510996712237,1.7006063756892291,2.908431648714173,0.4346453620585873
BD20190015,Brahmanpara,Cumilla,25.225460181507025,287.75557935981647,1098.7216081047748,2468.6323622855557,234.8559299974661,78.5365581262711,18.567752134700058,59.96883260970675,1.582834941096047,2.5286539256216565,0.41270308154921287
BD20190018,Burichang,Cumilla,17.616789117277705,282.6117286200448,1094.074572975093,2523.632169878147,251.29788511175073,87.23479974812903,22.093427268517512,65.14139350608735,1.5965117593654148,2.5608965184606602,0.41974932931509046
BD20190027,Chandina,Cumilla,22.340190778932584,309.2658032509948,1081.6960945027306,2421.1097302413355,258.3883965667026,90.07276654352039,23.631748972369024,66.44096293356033,1.6713981303508276,2.824346841597054,0.4265421633294806
BD20190031,Chauddagram,Cumilla,13.562805696168653,274.9512113981049,1110.8892977709072,2878.3375865674493,265.22819531027034,109.82906773764019,25.86540866953631,83.96366340457462,1.6257958957973753,2.8932185866303755,0.3842375826012964
BD20190036,Daudkandi,Cumilla,40.62808545936864,315.66415425251824,1113.9594441752804,2265.586213354828,255.01203357460452,86.46066943092532,22.859888594197145,63.600765899163505,1.7788273699187225,3.1349546561502137,0.38095119915878356
BD20190040,Debidwar,Cumilla,25.217514302463748,296.0115929397303,1094.2568950460673,2433.633487320738,244.515369715867,83.50998651058902,20.976948917710352,62.5330107064829,1.6232935863732378,2.6540335646986914,0.42262540150078987
BD20190054,Homna,Cumilla,41.22904726501227,310.38955254483153,1119.4175168893155,2248.4764687343854,242.90574086107182,83.33222563801841,20.06795530376787,63.26423809778962,1.6458094920046087,2.7869121524991547,0.36173852177506144
BD20190072,Laksam,Cumilla,16.078038089863288,290.8097499403219,1113.2957444696522,2662.669088312996,255.89073465852732,93.80312817983139,24.181268402399162,69.6218888155925,1.7476183196472868,3.135932307156452,0.4189324342287504
BD20190073,Lalmai,Cumilla,12.290014700451032,277.810832120849,1109.1270259362032,2622.3417922804233,258.8412691703991,97.50658197852667,25.67933461890964,71.82724796190946,1.6616105354500235,2.8894530278096484,0.4209486683328709
BD20190074,Manoharganj,Cumilla,21.531640563049404,289.8049825768372,1102.0695454082268,2881.13383593919,261.40497261309184,101.25034732440494,23.096360085687973,78.1539949518731,1.839647390525992,3.3984726992408105,0.3927998051112969
BD20190075,Meghna,Cumilla,42.96750682740273,315.4449926541594,1107.714207716185,2214.388330597109,251.32666220289542,88.5102745062246,21.512129959968714,66.99805292553796,1.7182204417985119,3.0486473886847705,0.3459837717560534
BD20190081,Muradnagar,Cumilla,37.74594314893184,303.59420185237,1118.9401014016316,2331.009506115352,239.06966247200592,80.3910471373218,18.905083000471322,61.4859439071095,1.6135267555779282,2.6225016581911165,0.38427932843377316
BD20190087,Nangalkot,Cumilla,13.791501924064868,277.15481896445226,1112.5976908233988,3005.02676000915,275.4139532554125,119.20642145034576,27.678081011102847,91.5282932936874,1.712078633766836,3.1702361200174094,0.3893579952814511
BD20190033,Sadar Dakkhin,Cumilla,12.544548153213313,278.8147032556665,1084.3082982246553,2531.1368681617923,264.2087329739299,95.26468568271206,24.89165591616784,70.37306694734481,1.5930129416133776,2.6134939524948675,0.41673411601974114
BD20190094,Titas,Cumilla,34.12475562237155,299.3754154924763,1119.5542598070103,2268.4660770728547,251.18541925471098,85.71324686144854,22.333180265767236,63.37998659870068,1.6797903802874383,2.9021531300826946,0.36780270324511966
BD20195000,Cumilla City Corporation,Cumilla,12.322307479913,281.4870914672534,1084.1447659788746,2523.614363258431,264.4028116406398,94.97315150040848,24.771423189790102,70.2017506102582,1.59217043894519,2.591160491527726,0.41887068581747844
BD20220016,Chakaria,Cox's Bazar,26.09440658011148,348.98442158304954,1427.7738366737294,3629.385453910007,277.99852461417345,124.97088672306452,36.05409589933571,88.91677749842918,2.5298425699646048,5.393322035812655,0.2448929754114643
BD20220024,Coxs Bazar Sadar,Cox's Bazar,24.59391181226651,351.31118624479006,1500.6662050765233,3742.4981574618687,295.73775130834656,152.80107135395352,44.616762227077274,108.18430092587744,2.7864580776211154,6.073626865791777,0.14317034067884313
BD20220032,Eidgaon,Cox's Bazar,29.21163791500251,351.25944591042816,1446.2521723813863,3697.0500778595315,286.88836055503987,131.82970092577094,38.74362682720192,93.08609920514733,2.54660924784085,5.559009235048281,0.16188888865358692
BD20220045,Kutubdia,Cox's Bazar,30.736395219998045,334.85316500008616,1467.2354489613729,3496.8488529922297,284.677695140413,129.18615090938013,41.25576506134208,87.93045921635081,3.1018271344535617,6.39431207692139,0.3475042614840009
BD20220049,Maheshkhali,Cox's Bazar,28.104654090012932,362.69887029126517,1458.2391764281106,3741.807905254218,302.70319563318617,112.35395745042182,17.88642739842149,94.46754657111603,3.2263645652248325,6.840476737416195,0.015410661480840394
BD20220056,Pekua,Cox's Bazar,23.840906293846913,344.1966039957314,1436.0161120886082,3603.880078289056,283.5407971714088,127.06909762389625,38.35218429417159,88.7169726378289,3.0230062045616752,6.256195137159987,0.22338782945267796
BD20220066,Ramu,Cox's Bazar,35.111082806452025,351.05711166384305,1477.1135252217389,3846.2135023736887,275.75544915885854,143.14775915573472,48.67583845296632,94.47190521041985,2.117870850175645,4.750517791482443,0.1303880873061858
BD20220090,Teknaf,Cox's Bazar,43.00695231309064,414.01251052468126,1671.1556479360606,4107.88969996548,308.2298382135276,167.51722714975352,29.582772324433666,137.9344218543598,2.3795230057563774,5.537480180824143,0.04885566538240517
BD20220094,Ukhia,Cox's Bazar,41.68900610667352,394.56634311853895,1562.776330475103,4086.7596299164184,291.6351143628414,156.69423120421246,58.48242045220933,98.21172762462719,2.301987843523726,5.21837189837916,0.1172742310544135
BD20300014,Chhagalnaiya,Feni,25.176675000777287,290.8685190256525,1158.6521182977606,3469.4347706938074,295.2208110444869,143.64194102964836,26.555243430124847,117.08668072086238,1.5830639070710657,2.829288101881256,0.3465982289640258
BD20300025,Daganbhuiyan,Feni,23.284130052796773,298.5889319742832,1149.7197304116517,3211.66895242676,314.42235866701805,162.66581419941105,32.259150863151106,130.40661792773417,1.705051103649969,3.2116783103412465,0.3673759489260672
BD20300029,Feni Sadar,Feni,26.543846148883087,296.0937138297705,1158.962566205101,3297.0248207766977,306.4077399113376,152.34061187565925,29.890308551716075,122.450256764086,1.661553510243666,3.030272695059596,0.36362353855311264
BD20300041,Fulgazi,Feni,19.01515579064532,287.09301498226705,1154.8108076819333,3299.0657736992644,264.5461738125733,116.95611549334396,18.714884606500465,98.2412509361489,1.560112325945237,2.7808473159592095,0.35431253051178324
BD20300051,Parashuram,Feni,15.053274362095511,277.74617341361795,1146.0714522502678,3175.0680742864038,229.5083214574152,86.41817258067533,15.434458195953303,70.98377810817368,1.470657052796489,2.562866301889797,0.351385436112612
BD20300094,Sonagazi,Feni,44.64476847011859,337.12819476536663,1250.8332586624515,3363.314129622539,337.6954175754492,190.79698345261968,32.68061112469426,158.1163671319752,1.868786055513855,3.4932095688174183,0.36468924680430037
BD20460043,Dighinala,Khagrachhari,23.604112928172317,320.818652056689,1320.0364475078782,3644.5089232791033,231.4769387906149,104.02660090635348,36.58440374913571,67.44220591672507,0.863273019289597,1.6590552626568393,0.12570034087782905
BD20460047,Guimara,Khagrachhari,30.22864356281405,292.926093593164,1272.9892353676541,3751.3956341700946,301.87187183662235,157.50386602760688,48.0510221951696,109.45281960319673,1.0722183301106345,1.8359238253921712,0.13928375494156917
BD20460049,Khagrachhari Sadar,Khagrachhari,23.23465466629763,279.18106127736115,1262.9950839192938,3759.483772699113,267.1292400777491,126.04492315800182,41.8652887764913,84.17964227675444,0.9252191893326212,1.6624469273340605,0.13139619422330462
BD20460061,Lakkhichhari,Khagrachhari,28.918171787112886,300.45800506165835,1279.84015549555,3785.66794340269,309.03209330553653,170.42036979835854,74.7906504019263,95.62972580065382,1.3277278855246057,2.3507053670098785,0.15853874609756796
BD20460065,Mahalchhari,Khagrachhari,27.35334305248105,296.07468333849744,1325.3589926586362,3677.9195088293573,287.49161596511505,149.01219430630422,66.96876002354519,82.04335569412716,0.9351652385329412,1.6940860089396526,0.11734796466519222
BD20460067,Manikchhari,Khagrachhari,30.022860892937693,277.9248751060982,1262.6481792707164,3728.369100810979,317.7796546206638,174.62028096808064,75.96720710839375,98.65309318693559,1.2686362106665794,2.224718503177509,0.15937603178000687
BD20460070,Matiranga,Khagrachhari,26.66427781793252,288.01036319631544,1226.3391180695733,3715.728946865863,281.14634742553204,134.93010568749776,36.84120398738009,98.08890942907159,1.0108975771151583,1.7370223669412777,0.15107858565264132
